Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x5][0x8],3 [0x3][0xc],4 [0x3][0xd],5 [0x3][0xe],6 [0x3][0xf],7 [0x19][0x14],8 [0x1a][0x14],9 [0x1b][0x14],10 [0x1c][0x14],11 [0x1d][0x14],12 [0x1e][0x14],13 [0x1f][0x14],14 [0x20][0x14],15 [0x19][0x15],16 [0x3][0x10],17 [0x1a][0x15],18 [0x3][0x11],19 [0x1b][0x15],20 [0x5][0xa],21 [0x1c][0x15],22 [0x1d][0x15],23 [0x3][0x12],24 [0x3][0x13],25 [0x1e][0x15]
158,"리제네","지속적으로 HP가 회복되는 상태.",12626,0,1,16,0,false,false,false,false,false,false,false,false,false,5,true,0,false,0,false,false,0,0,false
159,"신성한 문장","회복마법 회복량이 증가한 상태.",10407,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
160,"견고한 마법","시전 중 피해를 받아도 마법 시전이 취소되지 않는 상태.",10452,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
161,"선더","번개속성 피해로 HP가 서서히 줄어드는 상태.",10457,0,2,17,0,false,false,false,false,false,false,true,false,false,10,true,0,false,0,false,false,0,0,false
162,"선더라","번개속성 피해로 HP가 서서히 줄어드는 상태.",10458,0,2,17,0,false,false,false,false,false,false,true,false,false,10,true,0,false,0,false,false,0,0,false
163,"선더가","번개속성 피해로 HP가 서서히 줄어드는 상태.",10459,0,2,17,0,false,false,false,false,false,false,true,false,false,10,true,0,false,0,false,false,0,0,false
164,"선더 계열 효과 향상","다음에 시전하는 선더 계열 마법의 시전 시간과 소비 MP가 0이 되고, 지속 피해 총 위력만큼 즉시 피해가 추가되는 상태.",10461,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
165,"파이가 효과 향상","다음에 시전하는 파이가의 시전 시간과 소비 MP가 0이 된 상태.",10460,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
166,"사기고양책 효과 향상","다음에 시전하는 사기고양책의 소비 MP가 0이 된 상태.",12804,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
167,"신속한 마법","다음에 사용하는 마법을 시전 시간 없이 실행할 수 있는 상태.",10454,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
168,"마배리어","일정량의 피해를 무효화하는 상태.",10456,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,12,false
169,"마법 장벽","일정량의 물리 피해를 무효화하는 상태.",12651,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,12,false
170,"구원","마법 공격으로 받는 피해량이 감소되는 상태.",10451,0,1,16,0,false,false,false,false,false,false,false,false,false,5,true,0,false,0,false,false,0,0,false
171,"구원 불가","새로 '구원' 효과를 부여받을 수 없는 상태.",12652,0,2,17,0,false,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0,false
172,"허약","자신이 받는 회복마법의 HP 회복 효과가 떨어진 상태.",15531,0,2,17,0,false,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0,false
173,"천상의 화염","영혼이 별빛 극성에 치우친 상태.<br>불속성 마법의 위력이 상승하는 대신 소비 MP가 증가하며<br>얼음속성 마법의 위력이 떨어지는 대신 소비 MP가 감소한다.<br>MP가 자동으로 회복되지 않는다.",10463,0,1,16,11,false,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0,false
174,"천상의 화염 2","영혼이 별빛 극성에 치우친 상태.<br>불속성 마법의 위력이 상승하는 대신 소비 MP가 증가하며<br>얼음속성 마법의 위력이 떨어지는 대신 소비 MP가 감소한다.<br>MP가 자동으로 회복되지 않는다.",10464,0,1,16,12,false,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0,false
175,"천상의 화염 3","영혼이 별빛 극성에 치우친 상태.<br>불속성 마법의 위력이 상승하는 대신 소비 MP가 증가하며<br>얼음속성 마법의 위력이 떨어지는 대신 소비 MP가 감소한다.<br>MP가 자동으로 회복되지 않는다.",10465,0,1,16,13,false,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0,false
176,"저승의 냉기","영혼이 그림자 극성에 치우친 상태.<br>불속성 마법의 위력이 떨어지며 소비 MP가 감소한다.<br>MP 회복 속도가 상승한다.",10466,0,1,16,14,false,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0,false
177,"저승의 냉기 2","영혼이 그림자 극성에 치우친 상태.<br>불속성 마법의 위력이 떨어지며 소비 MP가 감소한다.<br>MP 회복 속도가 상승한다.",10467,0,1,16,15,false,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0,false
178,"저승의 냉기 3","영혼이 그림자 극성에 치우친 상태.<br>불속성 마법의 위력이 떨어지며 소비 MP가 감소한다.<br>MP 회복 속도가 상승한다.",10468,0,1,16,16,false,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0,false
179,"바이오","HP가 서서히 줄어드는 상태.",10504,0,2,17,0,false,false,false,false,false,false,true,false,false,10,true,0,false,0,false,false,0,0,false
180,"미아즈마","HP가 서서히 줄어드는 상태.",10506,0,2,17,0,false,false,false,false,false,false,true,false,false,10,true,0,false,0,false,false,0,0,false
181,"질병","이동 속도 및 회복마법으로 받는 HP 회복 효과가 떨어진 상태.",15014,0,2,17,0,false,false,false,false,false,false,true,false,false,100,true,0,false,0,false,false,0,4,false
182,"바이러스","힘과 민첩성이 떨어진 상태.",10510,0,2,17,0,false,false,false,false,false,false,true,false,false,50,true,0,false,0,false,false,0,0,false
183,"정신 바이러스","지능과 정신력이 떨어진 상태.",10511,0,2,17,0,false,false,false,false,false,false,true,false,false,50,true,0,false,0,false,false,0,0,false
184,"독려","지속적으로 HP가 회복되는 상태.",10508,0,1,16,0,false,false,false,false,false,false,false,false,false,5,true,0,false,0,false,false,0,0,false
185,"눈에는 눈","물리 공격을 받으면 일정 확률로 공격자에게 주는 피해량 감소 효과를 부여하는 상태.",13918,0,1,16,0,false,false,false,false,false,false,false,false,false,30,true,0,false,0,false,false,0,0,false
186,"눈에는 눈","적에게 주는 피해량이 감소하는 상태.",13919,0,2,17,0,false,false,false,false,false,false,true,false,false,50,true,0,false,0,false,false,0,0,false
187,"각성","적에게 주는 피해량과 회복마법 위력이 올라간 상태.",10509,0,1,16,0,false,false,false,false,false,false,false,false,false,30,true,0,false,0,false,false,0,0,false
188,"미아즈라","HP가 서서히 줄어드는 상태.",10507,0,2,17,0,false,false,false,false,false,false,true,false,false,10,true,0,false,0,false,false,0,0,false
189,"바이오라","HP가 서서히 줄어드는 상태.",10505,0,2,17,0,false,false,false,false,false,false,true,false,false,10,true,0,false,0,false,false,0,0,false
190,"섀도우 플레어","무속성 지속 피해 영역을 발생시킨 상태.",10514,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0,false
191,"독기","회복마법으로 받는 HP 회복 효과가 떨어진 상태.",15531,0,2,17,0,false,false,false,false,false,false,true,false,false,50,true,0,false,0,false,false,0,0,false
192,"자극","물리 공격력과 마법 공격력이 올라간 상태.",12679,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
193,"둔화","자동 공격 주기, 무기 기술 및 마법 시전 시간과 재사용 대기 시간이 늘어난 상태.",15009,0,2,13,0,false,false,false,false,false,false,true,false,true,50,true,0,false,0,false,false,0,0,false
194,"방패의 벽","받는 피해량이 일부 감소되는 상태.",16401,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
195,"강력 방어","받는 피해량이 일부 감소되는 상태.",16401,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
196,"철벽 요새","받는 피해량이 일부 감소되는 상태.",16401,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
197,"화염 보호막","불속성 반격 피해를 주는 상태.",15508,0,1,16,0,false,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0,false
198,"얼음 보호막","얼음속성 반격 피해를 주는 상태. 때로 둔화 효과가 추가된다.",15501,0,1,16,0,false,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0,false
199,"번개 보호막","번개속성 반격 피해를 주는 상태. 때로 기절 효과가 추가된다.",15502,0,1,16,0,false,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0,false
200,"물리 피해 증가","물리 공격으로 받는 피해량이 증가하는 상태.",18001,4,2,17,0,false,false,false,false,false,false,true,false,false,100,true,0,false,0,false,false,0,0,false
201,"기절","행동이 불가능한 상태.",15004,0,2,3,0,true,false,true,false,false,false,false,true,true,100,true,0,false,0,false,false,0,0,false
202,"받는 피해 증가","받는 피해량이 증가하는 상태.",17101,8,2,17,0,false,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,0,false
203,"힘 모으기","다음에 사용하는 무기 기술의 공격력이 상승하는 상태.",15507,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
204,"마법검: 불","자동 공격에 불속성 피해가 부여된 상태.",15509,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
205,"마법검: 얼음","자동 공격에 얼음속성 피해가 부여된 상태.",15510,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
206,"마법검: 바람","자동 공격에 바람속성 피해가 부여된 상태.",15511,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
207,"마법검: 땅","자동 공격에 땅속성 피해가 부여된 상태.",15512,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
208,"마법검: 번개","자동 공격에 번개속성 피해가 부여된 상태.",15513,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
209,"마법검: 물","자동 공격에 물속성 피해가 부여된 상태.",15514,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
210,"죽음의 선고","카운트가 0이 되면 전투불능이 되는 상태.",15503,0,2,9,0,false,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0,false
211,"잘 갈린 식칼","강력한 무기 기술을 사용하는 상태.",15515,0,1,16,0,false,false,false,false,false,false,false,true,true,100,true,0,false,0,false,false,0,0,false
212,"간파","정체를 간파당해 당황한 탓에 HP 최대치가 감소한 상태.",15076,0,2,17,0,false,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0,false
213,"회유 상태","얌전히 길들여져 행동이 불가능한 상태.",16301,0,2,17,0,true,false,true,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
214,"회유 실패","회유 실패로 인해 자극받아 물리 공격력과 마법 공격력이 올라간 상태.",16302,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
215,"주는 피해량 감소","적에게 주는 피해량이 떨어진 상태.",15520,0,2,17,0,false,false,false,false,false,false,false,true,true,50,true,0,false,0,false,false,0,0,false
216,"마비","몸이 마비되어 잠깐씩 행동할 수 없는 상태.",15006,0,2,5,0,false,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,0,false
217,"원예가의 눈","나무나 풀을 벨 수 있는 장소가 보이고, 미니맵에도 표시되는 상태.",11051,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0,false
218,"채집 획득률 증가","채집 시 아이템 획득률이 증가한 상태.",16002,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0,false
219,"채집 획득 수 증가","채집 시 아이템 획득 수가 증가하는 상태.",16003,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0,false
220,"채집 HQ 획득률 증가","HQ 획득률이 증가한 상태. HQ를 입수할 수 없는 상태가 부여되어 있거나, 채집물이 HQ가 존재하지 않는 아이템이면 효과가 없다.",16004,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0,false
221,"숲의 탐구자","미지의 성목이나 약초밭이 있을 경우 어디에 있는지 보이고, 미니맵에도 표시되는 상태.",11057,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0,false
222,"광산의 탐구자","미지의 광맥이나 바위터가 있을 경우 어디에 있는지 보이고, 미니맵에도 표시되는 상태.",11007,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0,false
223,"비레고의 가호","채집 시 번개속성 가호를 받는 상태.",11054,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0,false
224,"노피카의 가호","채집 시 땅속성 가호를 받는 상태.",11055,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0,false
225,"광부의 눈","돌이나 바위를 캘 수 있는 장소가 보이고, 미니맵에도 표시되는 상태.",11001,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0,false
226,"헤이스트","자동 공격 주기, 무기 기술 및 마법 시전 시간과 재사용 대기 시간이 줄어든 상태.",15008,0,1,16,0,false,false,false,false,false,false,false,true,true,1,true,0,false,0,false,false,0,0,false
227,"유혹","유혹에 마음이 빼앗겨 몸이 멋대로 움직이는 상태.",15552,0,2,17,17,false,false,true,true,false,true,false,false,false,100,true,0,false,0,false,false,0,0,true
228,"메느피나의 가호","채집 시 얼음속성 가호를 받는 상태.",11004,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0,false
